Site,Date,Month,Time,Hour,TempOut,HiTemp,LowTemp,OutHum,DewPt,WindSpeed,WindDir,WindRun,HiSpeed,HiDir,WindChill,HeatIndex,THWIndex,THSWIndex,Bar,Rain,RainRate,SolarRad,SolarEnergy,HiSolarRad,HeatD-D,CoolD-D,InTemp,InHum,InDew,InHeat,InEMC,InAirDensity,ET,WindSamp,WindTx,ISSRecept,ArcInt
SiteC,2023-01-01 10:00:00,1,10:00:00,10,14.492340009182488,25.3979675416171,3.776689291335865,19.983856893786083,5.792128000186647,7.159090996141433,99.29358886859757,250.65830904678427,3.785423430817975,12.375643910661447,7.163328764884696,2.9066940495518327,19.932692439654808,27.203539603399918,1010.7039252921356,8.794605626460463,44.231514705175854,352.86738291348206,5.518015037778348,295.47656117058034,2.6565103964788217,3.336004387036718,24.20205032680226,15.713810095115717,5.461289847262927,31.017162145695966,20.77001848102242,1.3074820449415574,8.539351438331142,53,17,14.639249107008535,7.092270411305836
SiteC,2023-01-01 11:00:00,1,11:00:00,11,29.84362073250678,23.78926054447058,1.1469937300571154,77.57475625849311,10.741897241760508,2.2417043181301755,110.8373663017631,390.68940680494774,17.80727508896819,69.69010632637587,-7.898328839859916,41.01663324317686,39.40213858703683,5.217380662793445,969.4420156184228,2.8674303948109503,26.198499472482528,275.8680033885897,7.703460552078878,55.3714749355795,2.5010847950688486,9.499546371344424,10.905946003520711,34.34795719776122,22.369781881357078,35.26646694480423,28.756950712401697,1.363777696723887,0.949085569329946,45,41,23.914853378479673,5.354585871551333
SiteA,2023-01-01 12:00:00,1,12:00:00,12,33.366322972225426,3.1812000105116915,7.293508440223398,73.20786909860783,7.595808081023307,15.99885130079732,225.30004954576515,301.3502022374751,5.4803556262420035,120.89988341518423,12.58559360909624,11.77003800058231,5.498596890843654,-1.5324978181370863,966.4390237818436,3.298606103395212,3.5740032040260217,365.51116109858185,1.2120192826673437,1160.7567117122812,4.303430307234585,1.9933208904134625,38.14750647120282,87.3160479904154,26.81689455890039,16.927091724489443,3.3941876946947946,1.206182084911698,4.124034528169602,26,48,51.35484794539001,6.103232125623826
SiteC,2023-01-01 13:00:00,1,13:00:00,13,19.374088819754192,1.2459905370316706,-7.509610065229621,83.00524125182179,12.740576535635565,5.300781789890456,62.885340091810974,354.99427308428403,27.701031607144817,349.96367145866395,-9.919573328652817,11.161463537416143,40.07217991560337,3.3225576947490225,972.8563391692078,6.639883913045754,36.9203855029443,551.2149815804705,3.5426468844202574,73.30944486412724,8.477329816663993,4.380807295395628,14.951087612279409,76.88862830519943,1.4578498395116375,41.025680866835586,46.54068311018358,1.7227736814700876,7.461262692223274,57,31,30.13410839907815,6.04220812835867
SiteB,2023-01-01 14:00:00,1,14:00:00,14,29.12202814252266,-3.6661618695563734,26.444222856859753,40.92313795599744,19.085188740531756,1.0608753442413543,263.80935544166005,308.5666196241995,26.660284008415854,189.7520165156257,-3.9530818423931624,3.921367904591392,35.274418312663826,8.776364794304492,1021.7794489401062,3.4176362036323313,6.950198175117922,1065.1329425331712,1.36049503574605,577.7471147515763,5.635500768486132,4.100466229011728,9.764247355622562,69.6969275688054,7.860703859060148,30.596794332259716,17.842742458226862,1.3463789672678734,4.183581183111343,20,19,11.846059951150812,2.6220482779880827
SiteA,2023-01-01 15:00:00,1,15:00:00,15,8.81070309375565,-4.378720310303387,34.287896830178475,93.77268884676853,20.99439614603434,8.903859204320057,109.75761650855522,89.41901211589315,16.33276284519979,252.28664014810028,-4.121616106545343,-4.652483500634065,37.00327169374268,-3.1860939997155233,999.8814862062231,9.040733415623203,17.149541437571976,824.8750301810262,8.397230387124964,573.5305786956621,5.244955787802626,8.964061502636532,1.2820457508559358,30.197828146545447,13.520149705665787,7.385957545404232,21.288579534980933,1.0620361634352666,3.5570603573096093,53,7,8.349128413393814,5.590551737479784
SiteB,2023-01-01 16:00:00,1,16:00:00,16,13.673704693003518,38.99052178598426,27.081318159647445,20.7533285535771,15.959287929513764,14.789410590930952,175.79145262744086,271.6780304188146,13.48428961233149,242.49613185475215,17.50218377990472,10.637159728670152,-4.7750901545702895,41.13657963185659,1003.55555202833,8.010618065196569,42.22288082933203,212.8530549443381,7.719421339618045,222.4666468426231,3.853838455837497,2.086718967649166,23.813457730747714,77.92623498004578,5.669332214724323,31.25514975079753,2.966481902681384,1.116832839848434,6.146583507783088,46,30,38.69795953114098,1.0916713928750155
SiteB,2023-01-01 17:00:00,1,17:00:00,17,27.074995429757394,-2.745557199730504,14.973890068364668,12.724939119801354,-2.0423753981442916,16.169866809783752,235.7420435521565,141.55057674502686,3.0780573639058026,353.119654389347,9.435669416310255,2.416205087555494,28.181235295914924,6.525163017390588,1019.6058418828278,3.578142229459027,13.882367866154071,807.1865282723433,3.1668867988191405,693.0163554437834,2.473874705176714,7.710930591366587,33.368738609033784,53.41289664713533,18.264196615027082,19.118784042202673,7.657328874611774,1.7694811740796792,8.503133777403756,17,20,39.32177918720915,0.7238099953068333
SiteB,2023-01-01 18:00:00,1,18:00:00,18,12.379539676766381,31.561055493662316,3.2876886717327416,37.050749660077436,5.884921024204765,19.644042984438677,195.7032385901171,285.144222604793,24.699005943349352,200.0395005583884,23.441452365627995,31.90698075589882,15.032607440058086,31.94596049940617,1022.8969235319407,9.722863942028088,46.72654869048369,183.76334479997126,0.292890206259534,989.2959502881429,7.611248413049664,5.321955963315796,7.665302102363056,89.17131957587128,24.18099496726728,17.9877068698846,14.255079557505251,1.0964626933120911,6.839931275886051,37,14,67.41416849322775,2.9508730640107164
SiteB,2023-01-01 19:00:00,1,19:00:00,19,21.482722082154496,38.59925481224785,-1.1035950155388718,81.75920170602254,-7.151038850571134,3.7881536806024707,238.40407510379003,62.751771881600696,11.381102959420968,210.77799382735898,0.5939457666405357,32.831888220722874,25.228208338632356,15.732875610030238,1024.6638639804087,7.449309469223124,40.76097513462663,382.3514031954639,4.095863829730876,1051.638573445343,0.15601182540307956,6.079085864382482,27.255748448703056,31.79746360485007,20.57368766404354,3.3593281504016748,12.418622826649955,1.2124430385566471,1.611416844000454,13,0,14.126398260795693,2.7512157759415414
SiteA,2023-01-01 20:00:00,1,20:00:00,20,3.341775058713017,-0.09710757187712105,6.382829230849698,70.56840765462834,8.066949123006857,5.8758970092106555,116.13438138060452,115.98287932034607,7.389721023356099,108.02526361330156,-1.5770248344148143,36.39662415199885,-0.8170941483573397,20.099191152364774,957.9750893706158,7.5729971851998314,48.408494455684725,555.769217808554,0.1736607241726229,439.0294154037969,9.376168949881723,0.18630381702702592,0.17082277980827065,80.53033483816064,28.031205855188972,30.260255363768934,15.268644417491789,1.3753910922452899,6.216207146078755,7,54,38.74015882533549,7.875821304885555
SiteA,2023-01-01 21:00:00,1,21:00:00,21,21.98970917367241,16.81507119165088,20.013628829669283,49.25878878003608,28.813576508994046,12.189809969589945,346.84197093540007,404.3612967246128,29.858940570308093,225.4024209475626,22.115803624866103,-4.727916811132921,6.823762723249132,21.847138848250278,1033.2411149275047,9.60348044684035,5.242666233562493,763.3885299952173,2.9216191282365243,233.02720013964003,7.698718536017932,6.752845536008389,23.79564591479873,14.853539060657832,8.572025364950512,15.511545934121436,15.772520157894633,1.7936913701208042,9.677844079963654,47,26,31.53168023571469,0.6640694722232998
SiteB,2023-01-01 22:00:00,1,22:00:00,22,33.768116825210214,43.115149158713834,10.117769999337064,33.06282527749019,15.669228303640427,16.226873942320495,165.23629977921638,202.6352718200823,20.048922369812907,272.7807919024558,7.7681634202158065,12.574173140991594,12.564146149905053,33.63979016184739,967.4377142026514,4.306696489731752,14.73499540336669,564.0951189052918,2.1025848029215357,608.3555319662635,3.195635147337156,2.248450987510786,2.827529336253516,75.67153760659336,1.3812079121700602,25.511515234169178,36.48756010890601,1.0757597530058163,5.201015643540535,37,17,47.99518897580569,0.42817729127878623
SiteB,2023-01-01 23:00:00,1,23:00:00,23,34.08878379205415,36.70693302617926,32.032691903801876,15.334550809117948,-3.815499413460124,4.6815004248498475,115.89609952741846,336.89244282247137,2.215878250723895,37.17121704062602,0.9692253428495601,-4.709612973138684,30.921468216685497,34.3956521639345,1013.4832076497481,0.4141395170854856,39.559068832299154,700.2429861048211,2.334447378684591,146.1150314144733,8.37729111851484,4.5379263600192825,35.87473168502922,55.80740638085635,25.447631997690696,40.1259518221639,3.1278673899032605,1.1948386186334576,3.4007255808215686,57,13,81.74000853298521,4.257267276887632
SiteA,2023-01-02 00:00:00,1,00:00:00,0,27.595498284829283,19.485201592892754,28.439915433457962,40.375502060272524,0.743106391017303,8.198289007475184,106.70182604553818,248.92424553317272,24.038871130015895,172.8449025953021,6.730391863538713,20.385750623633026,22.64571251389097,2.0636469631375878,972.5483147178736,9.90959021270002,33.672299804222554,819.3115254207844,6.896462466455815,1020.3153040723216,3.3983696646758546,4.757320496671914,11.42890362999562,47.518815953278086,29.58289464203061,16.63796686601449,20.807220339540628,1.1989738929424052,6.194882377387398,4,44,33.632916858331555,7.0723516335419045
SiteA,2023-01-02 01:00:00,1,01:00:00,1,28.558902058425673,33.12855563957764,-5.391972281669547,51.40177909792747,-7.417054147898128,8.168013369049842,15.370189076393356,170.34862028849852,22.51206877965766,151.88407338452868,7.010940990562766,40.45038673887945,-4.268565805882192,10.167171978298576,1032.616437067839,9.352856168003992,38.19370964999011,1154.0587444887838,7.087120195165691,552.3348093983482,3.1771941646625947,9.620219986521946,19.60912969008559,27.760766544945945,10.652642457258864,9.16420299592794,6.351747865467355,1.4652370741640666,0.6348952138258335,6,9,99.35930375876882,9.6941653803751
SiteA,2023-01-02 02:00:00,1,02:00:00,2,20.106735031781533,36.66888122158319,-4.081364925143051,71.83214542640847,-2.7034443939213615,15.458734661966423,246.53011284806936,247.5876252080349,12.036007668494486,40.89041990628188,12.884306318317222,15.394512978360456,11.738782766717097,23.651940854768,1026.5129866200907,9.661659266483554,43.62156307140433,1086.9656922270735,7.063085656302979,1067.6669329580009,3.07475701179286,4.654749133046248,15.654149613982465,23.518363237729254,1.6796616657666288,24.63521402119463,39.47537780542823,1.402806145051878,7.5281964573234275,21,48,94.63717948462958,2.9500784689572965
SiteC,2023-01-02 03:00:00,1,03:00:00,3,21.310064057462114,12.401348159435965,20.43076333850499,68.13747594517879,9.513665739111111,4.8186441135784275,94.50549977182938,406.8500732779174,3.7106777341144204,122.86360356925644,-8.493346793442086,38.68316957241106,41.99803213969203,11.520303784419,967.5236955224742,4.7387526051356,13.61234087504743,607.857588550075,8.20153191236402,45.20737016328829,4.015477544805794,4.175452286380212,23.144187071098496,38.72279573230311,5.078995915957931,44.77939930233712,49.59777209153644,1.8055238848019486,3.151722696175767,34,48,22.2228011651189,0.432585947056946
SiteC,2023-01-02 04:00:00,1,04:00:00,4,1.0142761634733102,39.60764584349805,0.384577549115944,95.261041263869,3.794255257145309,19.375171093918553,345.2148742761276,140.80033188205837,14.923346947463386,192.66431045745625,-0.08203846671145953,42.378939943304786,3.9925268537104746,1.6399652061550238,1005.0274567130167,1.6456867162191124,48.61874777744538,891.3532889950548,7.933947921418928,1015.0958387536327,8.26813523948557,7.603374244812974,12.543892532972084,23.151576239320573,10.445045768079384,19.975785932036388,30.776910344933817,1.276575357713513,0.6136466523253126,41,31,51.50172561619072,8.226568561050652
SiteC,2023-01-02 05:00:00,1,05:00:00,5,14.97366347895855,18.52366598385784,25.5963444655288,19.035632714757494,-1.8415073076493336,10.209276252709248,75.76010833564501,210.72180595911587,22.899567471241717,233.9529754513885,8.675763367546413,6.8933232447677835,6.838861125598681,15.421711894900074,1022.169276141271,1.9581345354640567,37.97402093706866,526.4822181084327,6.271856192829416,311.5316407545317,2.5976608760035536,4.2030301392311245,37.008172279637726,29.169549411227436,-0.07918337918701557,21.27919366174562,31.54314862067798,1.1259984321896654,6.966627217390635,3,48,91.26397917746002,6.336796848523578
SiteB,2023-01-02 06:00:00,1,06:00:00,6,15.284932774886371,21.390368177941497,16.611116404685887,40.270611059122274,-4.136063457485757,5.641336732106281,190.61682972673344,101.29164222443204,2.280442582970478,104.00197875098925,11.691722657485357,-4.492247671297634,10.369245795816838,5.921196677701255,966.9249649310256,4.732594219275386,47.391760039051896,1159.246536183632,2.269540528216152,1146.6005589406336,6.1913876869767295,8.755742842172582,13.007149625525765,88.98259130316528,8.688600702800883,0.8324112985265469,0.4617905022389457,1.2382727629790287,1.534785114492322,27,42,71.42463459048032,8.399591732752064
SiteC,2023-01-02 07:00:00,1,07:00:00,7,38.132402605048306,44.98538189109155,0.3423737480007496,53.34202737432085,16.24284467908824,5.685681194369732,264.76945194039274,175.5944829265546,4.903243014755235,171.4678529279231,-3.649775770925743,31.97845902850353,8.399398440653664,2.173692823323341,964.6372626400508,6.753874998082392,5.4464140179543925,93.23480126659929,3.536182087616393,92.58007340700027,1.6520681002573767,5.292633303289281,20.935816556074414,77.57462284908297,19.379947054702132,16.438964854611505,24.514946672637823,1.3147595616388266,1.3840917087008908,12,4,87.34924725679058,0.5818696870118489
SiteB,2023-01-02 08:00:00,1,08:00:00,8,14.398908818048024,37.165148307608064,11.540905886626604,70.36262144685904,12.324095074914045,0.36599973407940967,313.24150613556264,442.55485452191715,18.567785326300545,264.2686088061709,-2.2551028733505074,23.95051474197936,1.086257104016207,10.201416634976084,987.5751184561544,4.6514398109698725,27.893999946426725,246.2333782701351,4.117411430523193,1006.2553614781793,9.89035979348509,8.715552785025189,16.04666307621521,13.301477027122077,13.198294468261892,44.09551463934231,27.139512445178866,1.587793974420689,2.6960101655504753,40,0,79.9562360577151,2.0577406203522774
SiteB,2023-01-02 09:00:00,1,09:00:00,9,19.720419020624092,13.088500288649001,8.2734331565165,54.59065222972657,23.705612488594717,13.8486178151258,56.325921416001506,392.86125606579355,16.786342131469027,152.00918933245276,19.104116876550133,12.35744731281094,10.633010553391784,9.984411164788325,1041.8585437842166,3.945890345341365,40.81985283120583,310.2461634399894,7.069473454584488,640.6334815120682,2.2278533431770207,6.65953259366926,9.227020065125856,35.494060792430666,22.448256751884657,20.393531477097742,48.000377547995505,1.3865636589025039,3.081464805006285,11,47,62.035998331463226,9.032424565855157
SiteC,2023-01-02 10:00:00,1,10:00:00,10,18.99631296755961,-4.482720176365003,29.292171163523207,92.14824087520648,-2.669884570889862,15.518966053511956,354.74455457893197,186.8076463716138,27.152630282789588,338.67832198095266,21.422286450614298,13.380189889317833,21.971555026147986,-0.1401325930599171,956.7776909402569,9.634922057329067,4.461770221827965,338.33754592993847,5.36398635535007,232.90907707407672,8.324509174281898,6.510329629595115,39.61960573412079,23.218942070348383,-1.2929269248264803,3.2540405703582476,3.1379432096235393,1.2213255404037826,4.557249842886266,52,57,65.77769191652337,8.508253823980526
SiteB,2023-01-02 11:00:00,1,11:00:00,11,23.654277266994722,26.308703689694735,-8.552688626032738,64.78051110398322,23.919418397129846,0.6485554584737918,326.4296347143655,66.19729203115531,24.443765535146145,11.054217490678662,-6.99430018670292,-0.9511373750127348,28.76398235724276,24.205874898256074,985.887233868966,6.477141943429817,24.270876988030004,329.5916561604357,7.423782898413791,517.4391532615285,2.348390589055076,5.653157027850671,26.972833077595347,24.511937222928644,24.363908812184068,35.00035463465472,5.500783461232,1.1087997112538783,8.173787309888489,32,22,25.796977943673816,4.504360491025539
SiteC,2023-01-02 12:00:00,1,12:00:00,12,28.670477409935316,30.195671306405387,30.312975071005546,13.569886872209372,13.116446902394244,11.718690782619065,346.6259158419116,209.98501194986184,27.564892903335178,93.68181305586269,29.603202718809705,38.55336790724171,27.142808110660127,10.717186588231286,1030.634226215063,4.073563487793849,39.884419796547284,725.526269513128,1.588756051622594,364.22307441449817,4.473633515009875,4.962663696847232,20.487159734227156,23.03762035482089,6.68794242637377,39.202124779116524,18.922433773750473,1.5875266820715093,9.207302078429976,55,42,18.606274675452116,8.675052852683628
SiteC,2023-01-02 13:00:00,1,13:00:00,13,5.126884427689246,27.540134507168986,19.34372072958845,20.229037215952086,0.6489277591886236,15.633453355408438,306.96147343499024,385.86120280905544,13.978764103759971,48.02084538329305,7.324954052345909,7.103228028347534,3.133793031419124,3.6643570877957483,984.4243814436135,6.8984126826942385,2.469968079552637,1072.5169927286759,2.323331369523941,285.9324729223806,2.6004935563443663,3.6354311268150665,25.925372139250253,55.271432234979905,7.372265024772609,31.689689289984948,21.169147421940508,1.9375879034624917,0.2344104788625434,36,31,57.134934769025335,7.317948754994958
SiteA,2023-01-02 14:00:00,1,14:00:00,14,18.792598859429607,43.393117558160654,23.18921843967704,77.81460053325027,0.9421256227404484,7.5248009678200445,315.96092209208325,21.900498478940598,23.634024010581026,194.86464199272103,13.430037549104217,-0.14477730344515471,25.726208956118967,35.929857127339545,955.5097347410203,7.917578420670878,35.87799413571426,80.74241848545553,0.5723398430580551,745.932220064131,7.386434069029964,8.009306748092357,20.38557822815271,24.016193144765097,15.744827935371127,13.24602943886808,28.491390854944687,1.2079823930578681,3.124157398639631,16,46,8.557970127928172,8.109760676512588
SiteC,2023-01-02 15:00:00,1,15:00:00,15,32.166296829221366,38.148551366607215,-9.882664147331482,74.42089267116648,5.615215605754095,8.654831657093794,215.57840972873868,372.6703405183544,1.4615027996101793,63.8544628689798,13.746034583937341,33.97670565814518,12.916233720494162,-4.87121683381357,1013.2603795079411,3.673824647621479,48.421582031175134,998.4581867373998,5.8513405576702615,810.4848616980723,6.629415039306914,6.398125412360569,30.248080303179794,89.6936750209299,20.216073733132053,14.305412633893525,47.58517103506825,1.125813249543433,5.64448631686073,2,42,25.31900625003488,2.3762451828757056
SiteA,2023-01-02 16:00:00,1,16:00:00,16,15.840162122688017,17.441584659032426,18.270774531675457,23.814730164313463,8.40508866667177,7.232497998242804,304.31162272225765,339.95496540448397,8.834754495088417,267.06255349979466,3.840870432482152,19.25372635418799,36.09179477882529,17.71457217482678,1045.7892827395676,4.750863525992283,2.8082413959326145,360.22639929839045,9.65189234965429,127.75741967635877,1.176176421888403,0.9555969288319899,8.60828909796167,25.238101480383712,0.41303211283407393,28.20595500026212,30.48483393136698,1.907649923252532,3.982988898581883,26,47,60.82883736579328,2.6870272675934204
SiteC,2023-01-02 17:00:00,1,17:00:00,17,7.530589586810786,-1.8571256263809524,16.48187736699617,15.301779495909944,-6.699796610524693,6.31301437132948,192.24480883078695,32.3244712439244,19.328173348008065,330.6060066927237,11.791624416292347,33.144843220492895,13.120568888764282,16.74729978182603,1007.9653078404318,6.418695689776273,45.89653395684646,707.172732103447,5.434620846143656,870.3227909055582,8.01658701730519,6.770031678091026,39.515831879355964,79.57217007115753,-4.291169767535608,32.126556438147965,41.99346958707117,1.5954841912752231,8.486845674136466,5,11,9.437819812058269,7.71537064709298
SiteC,2023-01-02 18:00:00,1,18:00:00,18,24.461908391033457,18.802938475099843,14.174250037383494,62.08460698958817,23.67996662665312,9.822834473038416,193.75818142073936,317.8201446538898,22.910516124536265,74.59187601710231,13.3360831760452,40.09374304258655,43.82843746442629,28.557459849268675,1031.4421697818334,6.375903354192637,20.959131979869234,790.5029434967079,2.204533081115133,579.6102337509071,8.988800845668553,0.4849828932987732,11.824572233709345,73.27487292489207,4.687414762186391,33.63585004582397,29.07474414881146,1.360905579111539,1.09070845231785,11,32,62.893006838357415,8.549742366608925
SiteA,2023-01-02 19:00:00,1,19:00:00,19,32.06953281096053,29.462200998101153,25.364008551764826,67.21649488240601,-5.1383572270322375,3.322013202664491,202.52883308435733,149.3279234845275,17.11477200669329,326.43471875189795,20.430512550427792,14.106349261169907,25.7410751711547,14.469995450296075,951.4190256495795,1.7549201079221377,1.2106947624048514,674.2820133286534,6.163851502382938,636.1062579702995,0.6605437310306406,9.759988583338146,15.992564303871589,86.70131547956339,6.507460631342493,39.42961141093962,23.813915750793633,1.0596599901881565,7.73792967712872,44,47,53.31800776350375,7.854614245867251
SiteA,2023-01-02 20:00:00,1,20:00:00,20,-2.1586868182673906,25.38549041135023,15.014199337842737,---,9.338393721195267,8.81375362463718,358.67445296509925,88.64266016717282,14.42207146971511,227.4318817281989,16.471697208176145,-2.2764393211330125,16.448953075010063,20.635814041506777,1016.0534829649364,4.969678361067224,17.406378538168443,113.16811728074323,6.799974048129112,892.4634901128421,0.9773013584227397,3.210306583134436,38.771594930193636,85.17891983008764,0.33325289222001864,28.85049562563653,44.85052073764821,1.7576432852354702,5.913893086318581,54,7,13.755311405294579,1.940878924185162
SiteC,2023-01-02 21:00:00,1,21:00:00,21,29.955571753325223,21.906853385544245,28.569373530193594,52.62573889367337,5.31872932763687,18.836502485444107,37.58214244954424,192.44097564649687,6.997978415209557,70.62143288572001,7.867084748812282,7.6619723325693485,20.155611735937644,40.42255967852199,965.0988421535098,2.591225474454845,15.202052519211422,580.7016655589194,5.778541779457492,518.1762380047513,0.5986887311516609,1.1778826017610555,10.230133730577261,51.52121065080262,21.847868196477418,26.07762269849384,1.3024391745646624,1.7180272780073462,4.455491347843966,16,7,49.90768774901454,9.215090344385104
SiteB,2023-01-02 22:00:00,1,22:00:00,22,31.974156983279705,18.440947900762065,0.4684168884337261,37.524837620657166,10.491483372477713,0.5480419559442651,290.01959225849515,102.69388033923715,5.2256027858576894,265.1563722419932,-2.346775531011134,-2.4465007761327326,3.7976554958877564,3.4141188453287494,1019.8556003279308,9.135919735444991,12.447759748539566,75.35238592235012,3.7207521904035747,712.2597270830738,2.596923852860308,2.318183522920416,6.7645263679566625,89.54184494673468,17.95206965092229,20.557954077146274,31.91696018736624,1.897467094886418,6.054593388117961,51,10,71.32628698818945,9.75868019724758
